,A,F,pe,ds,ec,beta,dl,du
5371,45,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.9137254901960783
5372,45,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9287581699346406
5373,45,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9362745098039216
5374,45,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9407843137254901
5375,45,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9437908496732024
5376,45,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.94593837535014
5377,45,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9475490196078429
5378,45,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.94880174291939
5379,45,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9498039215686274
5380,45,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9506238859180034
5381,45,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9513071895424836
5382,45,13,0.51,0.001,0.001,0.9595399717967935,-0.4923146153846152,0.9518853695324283
5383,45,14,0.51,0.001,0.001,0.8988897263292646,-0.492185714285714,0.9523809523809521
5384,45,15,0.51,0.001,0.001,0.8458163865972773,-0.492074,0.9528104575163399
5385,48,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.9107843137254901
5386,48,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9267973856209151
5387,48,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9348039215686275
5388,48,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9396078431372548
5389,48,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9428104575163399
5390,48,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9450980392156862
5391,48,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9468137254901958
5392,48,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.948148148148148
5393,48,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9492156862745096
5394,48,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9500891265597147
5395,48,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9508169934640522
5396,48,13,0.51,0.001,0.001,0.9595134853892012,-0.49243230769230806,0.9514328808446455
5397,48,14,0.51,0.001,0.001,0.8988668945461729,-0.4922949999999997,0.9519607843137254
5398,48,15,0.51,0.001,0.001,0.8457965020948794,-0.4921760000000005,0.9524183006535947
5399,48,16,0.51,0.001,0.001,0.7989437314945057,-0.49207187500000016,0.9528186274509804
5400,51,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.9078431372549018
5401,51,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9248366013071896
5402,51,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9333333333333331
5403,51,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9384313725490196
5404,51,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9418300653594769
5405,51,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9442577030812325
5406,51,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.946078431372549
5407,51,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9474945533769064
5408,51,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.948627450980392
5409,51,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9495543672014259
5410,51,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9503267973856209
5411,51,13,0.51,0.001,0.001,0.9594869928393588,-0.49255000000000027,0.9509803921568627
5412,51,14,0.51,0.001,0.001,0.8988440578479113,-0.49240428571428563,0.9515406162464985
5413,51,15,0.51,0.001,0.001,0.8457766135981393,-0.4922780000000001,0.9520261437908497
5414,51,16,0.51,0.001,0.001,0.7989262550638851,-0.4921675,0.9524509803921568
5415,51,17,0.51,0.001,0.001,0.7572435442919838,-0.4920699999999997,0.9528258362168396
5416,54,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.9049019607843136
5417,54,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9228758169934641
5418,54,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.931862745098039
5419,54,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9372549019607843
5420,54,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9408496732026144
5421,54,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9434173669467785
5422,54,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9453431372549019
5423,54,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9468409586056645
5424,54,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9480392156862745
5425,54,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9490196078431372
5426,54,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9498366013071893
5427,54,13,0.51,0.001,0.001,0.9594604941444161,-0.4926676923076929,0.9505279034690799
5428,54,14,0.51,0.001,0.001,0.8988212162323631,-0.49251357142857133,0.9511204481792717
5429,54,15,0.51,0.001,0.001,0.8457567211054514,-0.4923800000000004,0.9516339869281043
5430,54,16,0.51,0.001,0.001,0.798908775342138,-0.49226312500000013,0.9520833333333334
5431,54,17,0.51,0.001,0.001,0.7572280635828311,-0.49216000000000026,0.9524798154555938
5432,54,18,0.51,0.001,0.001,0.7198906913892484,-0.49206833333333355,0.9528322440087145
5433,57,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.9019607843137254
5434,57,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9209150326797386
5435,57,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9303921568627451
5436,57,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9360784313725488
5437,57,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9398692810457514
5438,57,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9425770308123247
5439,57,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9446078431372549
5440,57,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9461873638344225
5441,57,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9474509803921567
5442,57,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9484848484848483
5443,57,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9493464052287581
5444,57,13,0.51,0.001,0.001,0.9594339893015223,-0.49278538461538457,0.9500754147812969
5445,57,14,0.51,0.001,0.001,0.8987983696974103,-0.49262285714285703,0.9507002801120448
5446,57,15,0.51,0.001,0.001,0.8457368246152102,-0.49248199999999986,0.9512418300653593
5447,57,16,0.51,0.001,0.001,0.7988912923280244,-0.4923587500000004,0.9517156862745098
5448,57,17,0.51,0.001,0.001,0.757212580129926,-0.49224999999999997,0.9521337946943482
5449,57,18,0.51,0.001,0.001,0.7198768830922107,-0.4921533333333341,0.9525054466230936
5450,57,19,0.51,0.001,0.001,0.6862280695010422,-0.4920668421052632,0.9528379772961815
5451,60,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8990196078431372
5452,60,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9189542483660129
5453,60,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.928921568627451
5454,60,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9349019607843136
5455,60,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9388888888888889
5456,60,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9417366946778711
5457,60,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9438725490196078
5458,60,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9455337690631807
5459,60,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9468627450980391
5460,60,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9479500891265598
5461,60,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9488562091503268
5462,60,13,0.51,0.001,0.001,0.9594074783078237,-0.49290307692307667,0.9496229260935143
5463,60,14,0.51,0.001,0.001,0.8987755182409334,-0.4927321428571432,0.9502801120448179
5464,60,15,0.51,0.001,0.001,0.8457169241258081,-0.492584,0.9508496732026144
5465,60,16,0.51,0.001,0.001,0.798873806020304,-0.4924543749999998,0.9513480392156861
5466,60,17,0.51,0.001,0.001,0.7571970939322954,-0.4923400000000009,0.9517877739331024
5467,60,18,0.51,0.001,0.001,0.7198630724838383,-0.4922383333333338,0.9521786492374726
5468,60,19,0.51,0.001,0.001,0.6862156765497966,-0.49214736842105267,0.9525283797729618
5469,60,20,0.51,0.001,0.001,0.6557257067632016,-0.4920654999999998,0.9528431372549018
5470,63,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.896078431372549
5471,63,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9169934640522874
5472,63,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9274509803921567
5473,63,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9337254901960783
5474,63,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9379084967320259
5475,63,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9408963585434174
5476,63,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9431372549019608
5477,63,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.944880174291939
5478,63,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9462745098039216
5479,63,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9474153297682708
5480,63,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9483660130718954
5481,63,13,0.51,0.001,0.001,0.9593809611604647,-0.493020769230769,0.9491704374057315
5482,63,14,0.51,0.001,0.001,0.8987526618608116,-0.49284142857142865,0.949859943977591
5483,63,15,0.51,0.001,0.001,0.8456970196356376,-0.4926860000000012,0.9504575163398692
5484,63,16,0.51,0.001,0.001,0.7988563164177355,-0.4925499999999998,0.9509803921568627
5485,63,17,0.51,0.001,0.001,0.7571816049889664,-0.4924299999999998,0.9514417531718571
5486,63,18,0.51,0.001,0.001,0.7198492595633579,-0.4923233333333332,0.9518518518518517
5487,63,19,0.51,0.001,0.001,0.6862032816333395,-0.49222789473684236,0.9522187822497419
5488,63,20,0.51,0.001,0.001,0.6557145221985927,-0.4921420000000003,0.952549019607843
5489,63,21,0.51,0.001,0.001,0.6279512913377544,-0.4920642857142854,0.9528478057889822
5490,66,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8931372549019607
5491,66,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.915032679738562
5492,66,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9259803921568626
5493,66,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9325490196078432
5494,66,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9369281045751634
5495,66,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9400560224089636
5496,66,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9424019607843137
5497,66,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.944226579520697
5498,66,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9456862745098038
5499,66,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9468805704099821
5500,66,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9478758169934638
5501,66,13,0.51,0.001,0.001,0.9593544378565879,-0.49313846153846186,0.9487179487179487
5502,66,14,0.51,0.001,0.001,0.8987298005549226,-0.4929507142857147,0.9494397759103641
5503,66,15,0.51,0.001,0.001,0.8456771111430896,-0.4927880000000002,0.9500653594771242
5504,66,16,0.51,0.001,0.001,0.798838823519077,-0.492645625,0.9506127450980391
5505,66,17,0.51,0.001,0.001,0.7571661132989648,-0.4925200000000002,0.9510957324106113
5506,66,18,0.51,0.001,0.001,0.7198354443299946,-0.4924083333333331,0.951525054466231
5507,66,19,0.51,0.001,0.001,0.6861908847510476,-0.49230842105263184,0.951909184726522
5508,66,20,0.51,0.001,0.001,0.6557033359490962,-0.4922185000000001,0.9522549019607842
5509,66,21,0.51,0.001,0.001,0.6279411466685871,-0.4921371428571433,0.9525676937441643
5510,66,22,0.51,0.001,0.001,0.6025485603003156,-0.4920631818181822,0.9528520499108732
5511,69,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8901960784313725
5512,69,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9130718954248365
5513,69,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9245098039215687
5514,69,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9313725490196076
5515,69,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9359477124183004
5516,69,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9392156862745098
5517,69,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9416666666666664
5518,69,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9435729847494552
5519,69,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9450980392156862
5520,69,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9463458110516934
5521,69,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9473856209150326
5522,69,13,0.51,0.001,0.001,0.9593279083933343,-0.49325615384615407,0.9482654600301657
5523,69,14,0.51,0.001,0.001,0.8987069343211431,-0.4930599999999997,0.9490196078431372
5524,69,15,0.51,0.001,0.001,0.8456571986465543,-0.49289000000000016,0.9496732026143788
5525,69,16,0.51,0.001,0.001,0.7988213273230859,-0.4927412500000007,0.9502450980392156
5526,69,17,0.51,0.001,0.001,0.7571506188613165,-0.49261000000000044,0.9507497116493655
5527,69,18,0.51,0.001,0.001,0.719821626782974,-0.4924933333333338,0.9511982570806099
5528,69,19,0.51,0.001,0.001,0.6861784859022971,-0.4923889473684214,0.9515995872033023
5529,69,20,0.51,0.001,0.001,0.6556921480142044,-0.49229500000000015,0.9519607843137254
5530,69,21,0.51,0.001,0.001,0.6279310005439787,-0.49221000000000015,0.9522875816993464
5531,69,22,0.51,0.001,0.001,0.6025393169639661,-0.4921327272727273,0.9525846702317289
5532,69,23,0.51,0.001,0.001,0.579221201855194,-0.4920621739130431,0.952855924978687
5533,72,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8872549019607843
5534,72,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.911111111111111
5535,72,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9230392156862743
5536,72,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9301960784313725
5537,72,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9349673202614379
5538,72,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9383753501400558
5539,72,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9409313725490194
5540,72,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9429193899782136
5541,72,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9445098039215687
5542,72,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9458110516934044
5543,72,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9468954248366013
5544,72,13,0.51,0.001,0.001,0.9593013727678422,-0.4933738461538465,0.9478129713423831
5545,72,14,0.51,0.001,0.001,0.8986840631573478,-0.4931692857142862,0.9485994397759103
5546,72,15,0.51,0.001,0.001,0.8456372821444207,-0.492992,0.9492810457516339
5547,72,16,0.51,0.001,0.001,0.7988038278285191,-0.4928368749999996,0.949877450980392
5548,72,17,0.51,0.001,0.001,0.7571351216750468,-0.49270000000000014,0.9504036908881199
5549,72,18,0.51,0.001,0.001,0.7198078069215211,-0.492578333333333,0.950871459694989
5550,72,19,0.51,0.001,0.001,0.6861660850864643,-0.49246947368421023,0.9512899896800826
5551,72,20,0.51,0.001,0.001,0.6556809583934093,-0.4923715000000005,0.9516666666666664
5552,72,21,0.51,0.001,0.001,0.6279208529635111,-0.4922828571428569,0.9520074696545282
5553,72,22,0.51,0.001,0.001,0.6025300723617818,-0.492202272727273,0.9523172905525847
5554,72,23,0.51,0.001,0.001,0.5792127448559543,-0.49212869565217443,0.9526001705029838
5555,72,24,0.51,0.001,0.001,0.557720693289797,-0.49206125000000045,0.9528594771241827
5556,75,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8843137254901958
5557,75,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9091503267973855
5558,75,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9215686274509802
5559,75,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9290196078431372
5560,75,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.933986928104575
5561,75,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.937535014005602
5562,75,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9401960784313725
5563,75,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9422657952069715
5564,75,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9439215686274507
5565,75,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9452762923351159
5566,75,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9464052287581699
5567,75,13,0.51,0.001,0.001,0.9592748309772483,-0.4934915384615385,0.9473604826546003
5568,75,14,0.51,0.001,0.001,0.8986611870614108,-0.49327857142857134,0.9481792717086834
5569,75,15,0.51,0.001,0.001,0.8456173616350768,-0.4930940000000005,0.9488888888888889
5570,75,16,0.51,0.001,0.001,0.7987863250341324,-0.4929324999999999,0.9495098039215686
5571,75,17,0.51,0.001,0.001,0.7571196217391802,-0.49278999999999984,0.9500576701268741
5572,75,18,0.51,0.001,0.001,0.7197939847448603,-0.49266333333333356,0.9505446623093681
5573,75,19,0.51,0.001,0.001,0.6861536823029245,-0.49255000000000015,0.9509803921568627
5574,75,20,0.51,0.001,0.001,0.655669767086203,-0.4924479999999999,0.9513725490196077
5575,75,21,0.51,0.001,0.001,0.6279107039267664,-0.49235571428571434,0.9517273576097105
5576,75,22,0.51,0.001,0.001,0.6025208264934161,-0.492271818181818,0.9520499108734402
5577,75,23,0.51,0.001,0.001,0.5792042867489319,-0.4921952173913039,0.9523444160272805
5578,75,24,0.51,0.001,0.001,0.557712926393526,-0.49212500000000015,0.9526143790849673
5579,75,25,0.51,0.001,0.001,0.5378369935406677,-0.4920604000000013,0.9528627450980391
5580,78,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8813725490196078
5581,78,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.90718954248366
5582,78,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9200980392156861
5583,78,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9278431372549019
5584,78,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9330065359477124
5585,78,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9366946778711485
5586,78,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9394607843137255
5587,78,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9416122004357297
5588,78,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9433333333333331
5589,78,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.944741532976827
5590,78,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9459150326797383
5591,78,13,0.51,0.001,0.001,0.9592482830186873,-0.4936092307692306,0.9469079939668175
5592,78,14,0.51,0.001,0.001,0.8986383060312042,-0.4933878571428576,0.9477591036414565
5593,78,15,0.51,0.001,0.001,0.84559743711691,-0.4931960000000004,0.9484967320261437
5594,78,16,0.51,0.001,0.001,0.798768818938681,-0.49302812500000026,0.949142156862745
5595,78,17,0.51,0.001,0.001,0.7571041190527408,-0.49288,0.9497116493656284
5596,78,18,0.51,0.001,0.001,0.7197801602522158,-0.4927483333333339,0.9502178649237472
5597,78,19,0.51,0.001,0.001,0.6861412775510535,-0.4926305263157893,0.9506707946336428
5598,78,20,0.51,0.001,0.001,0.6556585740920767,-0.4925244999999997,0.9510784313725489
5599,78,21,0.51,0.001,0.001,0.6279005534333268,-0.49242857142857166,0.9514472455648926
5600,78,22,0.51,0.001,0.001,0.6025115793585218,-0.49234136363636416,0.9517825311942958
5601,78,23,0.51,0.001,0.001,0.5791958275338361,-0.4922617391304357,0.9520886615515771
5602,78,24,0.51,0.001,0.001,0.5577051585222694,-0.49218875000000006,0.9523692810457516
5603,78,25,0.51,0.001,0.001,0.5378298355990127,-0.49212160000000094,0.952627450980392
5604,78,26,0.51,0.001,0.001,0.5193913363801727,-0.4920596153846155,0.952865761689291
5605,81,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8784313725490194
5606,81,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9052287581699345
5607,81,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9186274509803922
5608,81,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9266666666666667
5609,81,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.9320261437908495
5610,81,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9358543417366947
5611,81,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9387254901960784
5612,81,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9409586056644881
5613,81,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9427450980392156
5614,81,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9442067736185382
5615,81,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9454248366013072
5616,81,13,0.51,0.001,0.001,0.9592217288892916,-0.4937269230769229,0.9464555052790344
5617,81,14,0.51,0.001,0.001,0.898615420064599,-0.49349714285714263,0.9473389355742294
5618,81,15,0.51,0.001,0.001,0.8455775085883066,-0.4932980000000001,0.9481045751633987
5619,81,16,0.51,0.001,0.001,0.7987513095409199,-0.49312374999999964,0.9487745098039213
5620,81,17,0.51,0.001,0.001,0.7570886136147523,-0.49297,0.949365628604383
5621,81,18,0.51,0.001,0.001,0.7197663334428114,-0.4928333333333337,0.9498910675381262
5622,81,19,0.51,0.001,0.001,0.6861288708302262,-0.4927110526315792,0.9503611971104231
5623,81,20,0.51,0.001,0.001,0.6556473794105219,-0.49260100000000095,0.9507843137254901
5624,81,21,0.51,0.001,0.001,0.627890401482774,-0.4925014285714291,0.9511671335200746
5625,81,22,0.51,0.001,0.001,0.6025023309567523,-0.4924109090909088,0.9515151515151514
5626,81,23,0.51,0.001,0.001,0.579187367210377,-0.4923282608695654,0.9518329070758738
5627,81,24,0.51,0.001,0.001,0.5576973896757826,-0.4922525000000003,0.9521241830065359
5628,81,25,0.51,0.001,0.001,0.5378226767947645,-0.49218280000000103,0.9523921568627451
5629,81,26,0.51,0.001,0.001,0.5193847184863019,-0.49211846153846206,0.9526395173453996
5630,81,27,0.51,0.001,0.001,0.5022305899302106,-0.4920588888888884,0.952868554829339
5631,84,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8754901960784314
5632,84,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.903267973856209
5633,84,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9171568627450979
5634,84,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9254901960784312
5635,84,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.931045751633987
5636,84,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9350140056022409
5637,84,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9379901960784314
5638,84,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.940305010893246
5639,84,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.942156862745098
5640,84,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9436720142602495
5641,84,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9449346405228758
5642,84,13,0.51,0.001,0.001,0.9591951685861918,-0.49384461538461644,0.9460030165912519
5643,84,14,0.51,0.001,0.001,0.8985925291594646,-0.49360642857142845,0.9469187675070025
5644,84,15,0.51,0.001,0.001,0.8455575760476515,-0.49339999999999984,0.9477124183006533
5645,84,16,0.51,0.001,0.001,0.7987337968396023,-0.49321937500000024,0.9484068627450979
5646,84,17,0.51,0.001,0.001,0.7570731054242376,-0.4930600000000003,0.9490196078431372
5647,84,18,0.51,0.001,0.001,0.7197525043158703,-0.4929183333333337,0.9495642701525053
5648,84,19,0.51,0.001,0.001,0.6861164621398178,-0.4927915789473688,0.9500515995872032
5649,84,20,0.51,0.001,0.001,0.6556361830410299,-0.4926775000000003,0.9504901960784313
5650,84,21,0.51,0.001,0.001,0.6278802480746897,-0.49257428571428574,0.9508870214752567
5651,84,22,0.51,0.001,0.001,0.6024930812877601,-0.4924804545454545,0.9512477718360071
5652,84,23,0.51,0.001,0.001,0.5791789057782639,-0.4923947826086954,0.9515771526001706
5653,84,24,0.51,0.001,0.001,0.5576896198538208,-0.4923162499999999,0.9518790849673202
5654,84,25,0.51,0.001,0.001,0.5378155171277152,-0.49224400000000024,0.952156862745098
5655,84,26,0.51,0.001,0.001,0.5193780998255983,-0.4921773076923083,0.9524132730015082
5656,84,27,0.51,0.001,0.001,0.5022244531946017,-0.4921155555555551,0.9526506899055918
5657,84,28,0.51,0.001,0.001,0.48622279833089804,-0.4920582142857145,0.9528711484593837
5658,87,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8725490196078429
5659,87,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.9013071895424836
5660,87,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9156862745098038
5661,87,5,0.51,0.001,0.001,1.0,-0.991391216941142,0.9243137254901961
5662,87,6,0.51,0.001,0.001,1.0,-0.9859333610149378,0.930065359477124
5663,87,7,0.51,0.001,0.001,1.0,-0.9763585899410719,0.9341736694677871
5664,87,8,0.51,0.001,0.001,1.0,-0.959438757251839,0.9372549019607843
5665,87,9,0.51,0.001,0.001,1.0,-0.9293050235326171,0.9396514161220042
5666,87,10,0.51,0.001,0.001,1.0,-0.8752441591752067,0.9415686274509802
5667,87,11,0.51,0.001,0.001,1.0,-0.777618822059192,0.9431372549019608
5668,87,12,0.51,0.001,0.001,1.0,-0.6002952684070442,0.9444444444444444
5669,87,13,0.51,0.001,0.001,0.959168602106517,-0.49396230769230753,0.945550527903469
5670,87,14,0.51,0.001,0.001,0.8985696333136695,-0.49371571428571404,0.9464985994397757
5671,87,15,0.51,0.001,0.001,0.8455376394933292,-0.49350199999999966,0.9473202614379084
5672,87,16,0.51,0.001,0.001,0.7987162808334821,-0.4933150000000003,0.9480392156862745
5673,87,17,0.51,0.001,0.001,0.7570575944802196,-0.49314999999999953,0.9486735870818914
5674,87,18,0.51,0.001,0.001,0.7197386728706159,-0.49300333333333357,0.9492374727668844
5675,87,19,0.51,0.001,0.001,0.6861040514792026,-0.4928721052631583,0.9497420020639833
5676,87,20,0.51,0.001,0.001,0.6556249849830914,-0.4927539999999997,0.9501960784313725
5677,87,21,0.51,0.001,0.001,0.6278700932086551,-0.49264714285714284,0.9506069094304388
5678,87,22,0.51,0.001,0.001,0.6024838303511979,-0.49254999999999993,0.9509803921568627
5679,87,23,0.51,0.001,0.001,0.579170443237206,-0.4924613043478272,0.951321398124467
5680,87,24,0.51,0.001,0.001,0.5576818490561388,-0.49237999999999993,0.9516339869281043
5681,87,25,0.51,0.001,0.001,0.5378083565976568,-0.49230520000000144,0.9519215686274509
5682,87,26,0.51,0.001,0.001,0.5193714803978846,-0.49223615384615393,0.9521870286576166
5683,87,27,0.51,0.001,0.001,0.5022183157742549,-0.49217222222222223,0.9524328249818443
5684,87,28,0.51,0.001,0.001,0.48621709212502584,-0.4921128571428568,0.9526610644257703
5685,87,29,0.51,0.001,0.001,0.47125362561179285,-0.4920575862068973,0.9528735632183907
5686,90,2,0.51,0.001,0.001,1.0,-0.9971450907961485,0.8696078431372549
5687,90,3,0.51,0.001,0.001,1.0,-0.9962680925439851,0.8993464052287581
5688,90,4,0.51,0.001,0.001,1.0,-0.994511900799978,0.9142156862745097
